fullcurrname,CAS_SPC
Periophthalmus kallopterus,24870
Entomacrodus striatus,24871
Stanulus seychellensis,24872
Blenniella gibbifrons,24873
Starksia spinipenis,24874
Emblemariopsis bottomei,24875
Helcogramma chica,24876
Helcogramma capidata,24877
Pavoclinus profundus,24878
Deania profundorum,24879
Starksia lepicoelia,24880
Enneapterygius nanus,24881
Norfolkia brachylepis,24882
Dactylagnus peratikos,24883
Psenes arafurensis,24884
Mugil cephalus,24885
Atherina lopeziana,24886
Atherinomorus lacunosus,24887
Maxillicosta reticulata,24888
Parascorpaena moultoni,24889
Hyphessobrycon griemi,24890
Peristedion ecuadorense,24891
Peristedion antillarum,24892
Peristedion thompsoni,24893
Ebinania costaecanariae,24894
Cottus girardi,24895
Cottus baileyi,24896
Careproctus pallidus,24897
Bothus podas,24898
Chascanopsetta lugubris,24899
Hippoglossina montemaris,24900
Pardachirus pavoninus,24901
Symphurus ommaspilus,24902
Symphurus rhytisma,24903
Opsanus phobetron,24904
Malthopsis provocator,24905
Ophichthys indicus,24906
Centroselachus crepidater,24908
Searsia koefoedi,24909
Tetronarce tremens,24910
Dipturus doutrei,24911
Mobula tarapacana,24912
Brachymystax savinovi,24913
Sonoda paucilampa,24914
Astronesthes nigroides,24915
Eustomias bulbornatus,24916
Eustomias bifilis,24917
Macroparalepis johnfitchi,24918
Astyanax saltor,24919
Brycon whitei,24920
Serrapinnus gracilis,24921
Serrapinnus littoris,24922
Hyphessobrycon haraldschultzi,24923
Microcharacidium eleotrioides,24924
Hyphessobrycon roseus,24925
Micralestes elongatus,24926
Pyrrhulina spilota,24927
Roeboexodon guyanensis,24928
Thayeria boehlkei,24929
Leporinus klausewitzi,24930
Laubuka lankensis,24931
Lepidomeda altivelis,24932
Lepidomeda mollispinis,24934
Rasbora aprotaenia,24935
Rasbora baliensis,24936
Rasbora nematotaenia,24937
Rasbora spilotaenia,24938
Rasbora hubbsi,24939
Rasbora myersi,24940
Rasbora tubbi,24941
Chiloglanis anoterus,24942
Chiloglanis swierstrai,24943
Chiloglanis paratus,24944
Synodontis ruandae,24945
Corydoras habrosus,24946
Kaupichthys japonicus,24947
Pseudomyrophis nimius,24948
Synaphobranchus oregoni,24949
Uropterygius macularius,24950
Rhynchoconger NULL,24951
Neoconger mucronatus,24952
Poeciliopsis lucida,24953
Poeciliopsis monacha,24954
Poeciliopsis viriosa,24955
Poeciliopsis prolifica,24956
Xiphophorus milleri,24958
Xiphophorus evelynae,24959
Xiphophorus cortezi,24960
Xiphophorus nigrensis,24961
Xiphophorus alvarezi,24962
Merluccius polli,24963
Cephalopholis igarashiensis,24964
Polyprion oxygeneios,24965
Suttonia lineata,24966
Taeniamia melasma,24967
Pagellus bellottii,24968
Prognathodes guyanensis,24969
Prognathodes guyanensis,24970
Mchenga flavimanus,24971
Copadichromis mloto,24972
Copadichromis virginalis,24973
Nyassachromis boadzulu,24974
Copadichromis trimaculatus,24975
Copadichromis nkatae,24976
Copadichromis jacksoni,24977
Copadichromis borleyi,24978
Copadichromis pleurostigmoides,24979
Copadichromis likomae,24980
Haplochromis saxicola,24981
Haplochromis theliodon,24982
Paretroplus kieneri,24983
Pelvicachromis taeniatus,24984
Petrochromis famula,24985
Symphysodon tarzoo,24986
Symphysodon aequifasciatus,24987
Oreochromis aureus,24988
Coptodon congicus,24989
Neopomacentrus fuliginosus,24990
Chromis weberi,24991
Dascyllus strasburgi,24992
Stegastes luteobrunneus,24993
Pomacentrus caeruleus,24994
Ichthyscopus barbatus,24995
Ichthyscopus insperatus,24996
Ichthyscopus spinosus,24997
Valenciennea sexguttata,24998
Callogobius seshaiyai,24999
Cristatogobius albius,25000
Tigrigobius saucrus,25001
Lythrypnus elasson,25002
Hypsoblennius proteus,25003
Lupinoblennius paivai,25004
Enneanectes atrorus,25005
Paraclinus naeorhegmis,25006
Heteroclinus equiradiatus,25007
Enneapterygius abeli,25008
Hyperoglyphe pringlei,25009
Lepidotrigla cadmani,25010
Alertichthys blacki,25011
NULL,25012
Artediellus minor,25013
Cottus NULL,25014
Myoxocephalus jaok,25015
Myoxocephalus stelleri,25016
Myoxocephalus polyacanthocephalus,25017
Myoxocephalus jaok,25018
Pseudoblennius cottoides,25019
Pseudoblennius cottoides,25020
Triglops scepticus,25021
Liparis newmani,25022
Balistes polylepis,25023
NULL,25025
NULL,25028
NULL,25029
NULL,25030
NULL,25031
NULL,25032
Heptranchias perlo,25033
Oreichthys parvus,25037
Carcharhinus longimanus,25040
Deania profundorum,25041
Bathytoshia brevicaudata,25042
Mobula mobular,25043
Stolephorus bengalensis,25044
Strangomera bentincki,25045
Oncorhynchus NULL,25046
Galaxias anomalus,25047
Cetichthys indagator,25048
Gyrinomimus bruuni,25049
Hyphessobrycon axelrodi,25050
Alestopetersius tumbensis,25051
Hemigrammus guyanensis,25052
Hemigrammus aereus,25053
Hemigrammus boesemani,25054
Hemigrammus unilineatus,25055
Thayeria ifati,25056
Nannocharax occidentalis,25057
Chelaethiops bibie,25058
Esomus thermoicos,25059
Yuriria alta,25060
Cyprinion watsoni,25061
Ambastaia sidthimunki,25062
Phalacronotus parvanalis,25063
Ompok sabanus,25064
Wallagonia leerii,25065
Bagrus docmak,25066
Clarotes macrocephalus,25067
Pseudomystus robustus,25068
Dolichamphilius brieni,25069
Leptoglanis bouilloni,25070
Zaireichthys mandevillei,25071
Hemibagrus sabanus,25072
Amphilius rheophilus,25073
Belonoglanis brieni,25074
Pareutropius mandevillei,25075
Bathyclarias nyasensis,25076
Bathyclarias nyasensis,25077
Bathyclarias rotundifrons,25078
Bathyclarias euryodon,25079
Bathyclarias filicibarbis,25080
Bathyclarias worthingtoni,25081
Bathyclarias worthingtoni,25082
Clarias nebulosus,25083
Pseudolais micronemus,25084
Atopochilus mandevillei,25085
Chiloglanis waterloti,25086
Synodontis brichardi,25087
Synodontis vermiculatus,25088
Synodontis gobroni,25089
Cetopsorhamdia iheringi,25090
Gorgasia maculata,25091
Heteroconger hassi,25092
Heteroconger obscurus,25093
Epiplatys lamottei,25094
Poecilia gillii,25095
Procatopus aberrans,25096
Procatopus aberrans,25097
Procatopus aberrans,25098
Procatopus aberrans,25099
Procatopus aberrans,25100
Procatopus similis,25101
Xiphophorus clemenciae,25102
Allotoca meeki,25103
Neoophorus regalis,25104
Plectropomus punctatus,25105
Labracinus lineatus,25106
Cypho purpurascens,25107
Apogon lachneri,25108
Apogonichthys ahimsa,25109
Cheilodipterus lachneri,25110
Siphamia zaribae,25111
Seriola lalandi,25112
Seriola rivoliana,25113
Seriola dumerili,25114
Lutjanus gibbus,25115
Lutjanus notatus,25116
Lutjanus guilcheri,25117
Nemipterus peronii,25118
Plectorhinchus flavomaculatus,25119
Plectorhinchus albovittatus,25120
Plectorhinchus multivittatus,25121
Parupeneus heptacanthus,25122
Lethrinus conchyliatus,25123
Lethrinus crocineus,25124
Lethrinus enigmaticus,25125
Chaetodontoplus ballinae,25126
Julidochromis transcriptus,25127
Lamprologus werneri,25128
Petrochromis orthognathus,25129
Teleogramma brichardi,25130
Tylochromis sudanensis,25131
NULL,25132
Anampses lennardi,25133
Choerodon schoenleinii,25134
Stethojulis bandanensis,25135
Thalassoma septemfasciatum,25136
Gomphosus varius,25137
Scarus tricolor,25138
Hipposcarus harid,25139
Hipposcarus longiceps,25140
Lonchopisthus higmani,25141
Uranoscopus cadenati,25142
Kraemeria cunicularia,25143
Hypseleotris cyprinoides,25144
Caffrogobius gilchristi,25145
Acentrogobius simplex,25146
Redigobius balteatus,25147
Istigobius spence,25148
Exyrias belissimus,25149
Caffrogobius dubius,25150
Vanderhorstia ambanoro,25151
Vanderhorstia ambanoro,25152
Acentrogobius signatus,25153
Callogobius irrasus,25154
Callogobius plumatus,25155
Fusigobius neophytus,25156
Gobiodon albolineatus,25157
Trimma unisquame,25158
Hetereleotris zanzibarensis,25159
Coryogalops sordidus,25160
Oxyurichthys lonchotus,25161
Pandaka silvana,25162
Pleurosicya mossambica,25163
Trimma necopinum,25164
Priolepis anthioides,25165
Priolepis aureoviridis,25166
Priolepis limbatosquamis,25167
Amblygobius tekomaji,25168
Stenogobius kenyae,25169
Redigobius bikolanus,25170
Mugilogobius mertoni,25171
Trimma flammeum,25172
Trimma corallinum,25173
Centrodraco oregonus,25174
Aspidontus dussumieri,25175
Parablennius verryckeni,25176
Parablennius lodosus,25177
Cirripectes stigmaticus,25178
Blenniella chrysospilos,25179
Meiacanthus mossambicus,25180
Petroscirtes xestus,25181
Cristiceps argyropleura,25182
Dactyloscopus tridigitatus,25183
Schedophilus pemarco,25184
Sphyraena putnamae,25185
Scorpaenopsis furneauxi,25187
Eutelichthys leptochirus,25188
Ancylopsetta cycloidea,25189
Ancylopsetta kumperae,25190
Monolene mertensae,25191
Parahollardia schmidti,25192
Dichotomyctere fluviatilis,25193
Tetraodon duboisi,25194
Chilomycterus mauretanicus,25195
Mastacembelus brichardi,25196
Eucrossorhinus dasypogon,25198
Stegostoma fasciatum,25199
Hemiscyllium trispeculare,25200
Chiloscyllium caeruleopunctatum,25201
Chiloscyllium griseum,25202
Chiloscyllium indicum,25203
Chiloscyllium NULL,25204
Cetorhinus maximus,25205
Cetorhinus maximus,25206
Rhincodon typus,25207
Isurus oxyrinchus,25208
Carcharodon carcharias,25216
Carcharhinus leucas,25217
Diplobatis guamachensis,25219
Bathyraja smirnovi,25221
Cruriraja rugosa,25224
Dipturus oregoni,25226
Dipturus garricki,25227
Dactylobatus clarkii,25228
Sardinella hualiensis,25229
Argentina australiae,25231
Lamna nasus,25232
Glossanodon polli,25233
Ichthyococcus irregularis,25234
Umbra krameri,25235
Chlorophthalmus brasiliensis,25236
Apareiodon machrisi,25237
Brachychalcinus nummus,25238
Brycon alburnus,25239
Deuterodon langei,25240
Hemibrycon orcesi,25241
Hemigrammus rodwayi,25242
Chrysobrycon hesperus,25243
Moenkhausia naponis,25244
Scopaeocharax atopodus,25245
Melanocharacidium rex,25246
Garra ethelwynnae,25250
Garra hughi,25251
Notropis saladonis,25252
Cyprinella spiloptera,25253
Pseudorasbora pumila,25254
Rasbora einthovenii,25255
Trigonostigma somphongsi,25256
Scardinius racovitzai,25257
Paraschistura turcomana,25258
Glyptothorax manipurensis,25259
Clariallabes centralis,25260
Xenoclarias holobranchus,25261
Chiloglanis somereni,25262
Microsynodontis polli,25263
Chasmocranus brachynemus,25264
Muraena robusta,25265
Uropterygius inornatus,25266
Uropterygius macrocephalus,25267
Ariosoma shiroanago,25269
Ariosoma majus,25270
Conger jordani,25271
Conger oligoporus,25272
Conger macrocephalus,25273
Conger philippinus,25274
Acromycter nezumi,25275
Rhynchoconger ectenurus,25276
Gnathophis ginanago,25277
Scolecenchelys xorae,25278
Callechelys guineensis,25279
Callechelys bitaeniata,25280
Callechelys catostoma,25281
Scriptaphyosemion geryi,25282
Austrofundulus myersi,25283
Nematolebias whitei,25284
Rachovia splendens,25285
Kryptolebias marmoratus,25286
Girardinus creolus,25287
Dermatolepis inermis,25288
Hyporthodus chabaudi,25289
Grammistes sexlineatus,25290
Mycteroperca interstitialis,25291
Bathyanthias cubensis,25292
Bathyanthias atlanticus,25293
Ostorhinchus noumeae,25294
Siphamia majimai,25295
Carangoides malabaricus,25297
Alepes melanoptera,25298
Scomberoides tala,25299
Decapterus akaadsi,25300
Trachurus mediterraneus,25301
Stellifer microps,25302
Prognathodes falcifer,25303
Anampses chrysocephalus,25304
Anampses chrysocephalus,25305
Halichoeres trimaculatus,25306
Suezichthys notatus,25307
Scarus ferrugineus,25308
Scarus frenatus,25309
Pinguipes brasilianus,25310
NULL,25311
NULL,25312
Kajikia audax,25313
Eviota prasina,25314
Eviota distigma,25315
Eviota nebulosa,25316
Hetereleotris kenyae,25317
Mogurnda aurifodinae,25318
Callogobius flavobrunneus,25319
Callogobius bifasciatus,25320
Xenisthmus africanus,25321
Brachygobius kabiliensis,25322
Brachygobius sabanus,25323
Callogobius shunkan,25324
Gymnogobius scrobiculatus,25325
Myersina pretoriusi,25326
Silhouettea dotui,25327
Coryphopterus tortugae,25328
Tigrigobius zebrellus,25329
Gnatholepis cauerensis,25330
Oligolepis formosanus,25331
Kraemeria galatheaensis,25332
Gobioides sagitta,25333
Gunnellichthys monostigma,25334
Gunnellichthys irideus,25335
Plagiotremus spilistius,25336
Malacoctenus polyporosus,25338
Starksia hassi,25339
Psenes pellucidus,25340
Membras dissimilis,25341
Ablabys taenianotus,25342
Scorpaenodes albaiensis,25343
Scorpaenodes minor,25344
Neocentropogon profundus,25345
Scorpaenodes parvipinnis,25346
Sebastapistes strongia,25347
Chelidonichthys gabonensis,25348
Paraheminodus murrayi,25349
Limnocottus griseus,25350
Asprocottus intermedius,25351
Asprocottus abyssalis,25352
Asprocottus platycephalus,25353
Asprocottus parmiferus,25354
Cyphocottus eurystomus,25355
Asprocottus pulcher,25356
Batrachocottus baicalensis,25357
Batrachocottus baicalensis,25358
Leocottus kesslerii,25359
Paracottus knerii,25360
Leocottus kesslerii,25361
Symphurus fallax,25362
Arothron inconditus,25363
Sphoeroides andersonianus,25364
Chilomycterus reticulatus,25365
Perulibatrachus rossignoli,25366
Perulibatrachus elminensis,25367
Antennarius striatus,25368
Mustelus palumbes,25369
Etmopterus granulosus,25370
Etmopterus lucifer,25371
Etmopterus bullisi,25372
Bathytoshia lata,25373
Apteronotus ellisi,25374
Moxostoma milleri,25375
Biwia tama,25377
Leuciscus chuanchicus,25378
Pungtungia shiraii,25379
Rasboroides vaterifloris,25380
Chaenopsis alepidota,25381
Toxabramis swinhonis,25382
Pangio cuneovirgata,25383
Pangio robiginosa,25384
Sabanejewia vallachica,25385
Paracanthocobitis phuketensis,25386
Coreobagrus ichikawai,25387
Listrura camposae,25388
Corydoras griseus,25389
Coloconger meadi,25390
Lacustricola maculatus,25391
Aplocheilus armatus,25392
Vanacampus vercoi,25393
NULL,25394
Hyporthodus niveatus,25395
Chaetodon guentheri,25396
Badis siamensis,25397
Gephyrochromis lawsi,25398
Haplochromis xenognathus,25399
Amblycirrhitus unimacula,25400
Chrysiptera oxycephala,25401
Pomacentrus albicaudatus,25402
Coris cuvieri,25403
Bodianus axillaris,25404
Ammodytoides renniei,25405
Ichthyscopus fasciatus,25406
Ptereleotris evides,25407
Trimma naudei,25408
Priolepis nocturna,25409
Glossogobius sandakanensis,25410
Galaxiella nigrostriata,25411
Chaenopsis coheni,25412
Chaenopsis deltarrhis,25413
Chaenopsis schmitti,25414
Coralliozetus angelicus,25415
Labrisomus nuchipinnis,25416
Sciadonus jonassoni,25417
Scorpaenopsis gilchristi,25418
Parascorpaena maculipinnis,25419
Scorpaenodes hirsutus,25420
Pterois mombasae,25421
Scorpaenodes corallinus,25422
Scorpaenodes varipinnis,25423
Zesticelus japonicus,25424
Eumicrotremus inarmatus,25425
Eumicrotremus lindbergi,25426
Crystallias matsushimae,25427
Pervagor melanocephalus,25428
Pao brevirostris,25429
Carinotetraodon lorteti,25430
Antennarius striatus,25432
Oneirodes bradburyae,25433
Alopias vulpinus,25434
Odontaspis ferox,25435
Carcharias taurus,25439
Odontaspis taurus,25441
Carcharias taurus,25442
Carcharias taurus,25443
Alosa agone,25444
Carcharhinus limbatus,25445
Carcharhinus signatus,25446
Platanichthys platana,25447
Salvelinus youngeri,25448
Pachystomias microdon,25449
Leptostomias bilobatus,25450
Scopelosaurus lepidus,25451
Knodus deuterodonoides,25452
Paracheirodon axelrodi,25453
Hyphessobrycon erythrostigma,25454
Leporinus steyermarki,25455
Characidium alipioi,25456
Characidium gomesi,25457
Nannostomus espei,25458
Carpiodes cyprinus,25459
Danio tweediei,25461
Garra barreimiae,25462
Gobio gobio,25463
Erimystax x-punctatus,25464
Erimystax harryi,25465
Pteronotropis harperi,25466
Erimystax insignis,25467
NULL,25468
Desmopuntius johorensis,25469
Trigonostigma hengeli,25470
Pangio malayana,25471
Cobitis paludica,25472
Vaillantella maassi,25473
Leptodoras praelongus,25474
Neosilurus ater,25475
Clariallabes petricola,25476
Bathyclarias foveolatus,25477
Chasmocranus chimantanus,25478
Imparfinis schubarti,25479
Trichomycterus boylei,25480
Kaupichthys hyoproroides,25481
Echidna polyzona,25482
Enchelynassa canina,25483
Gymnothorax steindachneri,25484
Gymnothorax elegans,25485
Gymnothorax pictus,25486
Pythonichthys sanguineus,25487
Ophichthus fowleri,25488
Echiophis punctifer,25489
Dunckerocampus multiannulatus,25490
Hippocampus fisheri,25491
Hippocampus kuda,25492
Gadus chalcogrammus,25493
Trachipterus jacksonensis,25494
Sargocentron xantherythrum,25495
Myripristis amaena,25496
Plectranthias kelloggi,25497
Percichthys colhuapiensis,25498
Liopropoma aurora,25499
Calloplesiops altivelis,25500
Priacanthus alalaua,25501
Caranx sexfasciatus,25503
Pristipomoides sieboldii,25504
Etelis coruscans,25505
Plectorhinchus flavomaculatus,25506
Plectorhinchus ceylonensis,25507
Mulloidichthys pfluegeri,25508
Parupeneus chrysonemus,25509
Upeneus taeniopterus,25510
Lethrinus mahsena,25511
Kyphosus ocyurus,25512
Chaetodon collare,25513
Aequidens chimantanus,25514
Bathybates leo,25515
Vieja melanurus,25516
Haplochromis lividus,25517
Julidochromis marlieri,25518
Labeotropheus trewavasae,25519
Neolamprologus niger,25521
Labidochromis caeruleus,25522
Cyprichromis microlepidotus,25523
Chindongo minutus,25524
Pseudotropheus fuscus,25525
Pseudosimochromis marginatus,25526
Xenotilapia bathyphilus,25527
Stegastes fasciolatus,25528
Choerodon graphicus,25529
Iniistius baldwini,25530
Bodianus albotaeniatus,25531
Iniistius aneitensis,25532
Scarus rubroviolaceus,25533
Scarus caudofasciatus,25534
Scarus falcipinnis,25535
Scarus falcipinnis,25536
Scarus viridifucatus,25537
Scarus viridifucatus,25538
Scarus tricolor,25539
Scarus ghobban,25540
Scarus ghobban,25541
Scarus psittacus,25542
Scarus dubius,25543
Chlorurus perspicillatus,25544
Scarus psittacus,25545
Scarus psittacus,25546
Scarus russelii,25547
Acanthurus auranticavus,25548
Ctenochaetus marginatus,25549
Ctenochaetus hawaiiensis,25550
Ctenochaetus marginatus,25551
Ctenochaetus tominiensis,25552
Acanthurus nigroris,25553
Istiompax indica,25554
Valenciennea puellaris,25555
Gnatholepis knighti,25556
Priolepis farcimen,25557
Plectorhinchus griseus,25558
Plagiotremus goslinei,25559
Carapus bermudensis,25560
Carapus bermudensis,25561
Parosphromenus sumatranus,25562
Sphyraena qenie,25563
Sphyraena jello,25564
Chilatherina campsi,25565
Dendrochirus barberi,25566
Ebosia bleekeri,25567
Pterois sphex,25568
Sebastapistes cyanostigma,25569
Scorpaenopsis diabolus,25570
Prionotus teaguei,25571
Thysanophrys celebica,25572
Alcichthys elongatus,25573
Dasycottus NULL,25574
Careproctus furcatus,25575
Liparis punctulatus,25576
Engyprosopon hawaiiense,25577
Symphurus melanurus,25578
Symphurus sayademalhensis,25579
Symphurus maldivensis,25580
Canthidermis macrolepis,25581
Melichthys vidua,25582
Ostracion meleagris,25583
Eumicrotremus spinosus,25585
Engyprosopon arenicola,25586
Sphyrna lewini,25587
Centrophorus machiquensis,25588
Potamotrygon brachyura,25589
Acipenser desotoi,25590
Leuroglossus schmidti,25591
Alosa fallax,25592
Alosa alabamae,25593
Alosa sapidissima,25594
Alosa sapidissima,25595
Sardinella albella,25597
Amblygaster leiogaster,25598
Herklotsichthys punctatus,25599
